Round,Pick,Pick Value,Value Standardization,Year,Player,Pos.,College,Original Pick,Drafting Team,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,WS Standardized,Value
1,11,1600,0.392405063,2014,Doug McDermott,SF,Creighton,DEN,Chicago Bulls,6,403,8040,3302,882,339,0.465,0.413,0.825,20,8.2,2.2,0.8,13.6,0.081,-2.1,-0.1,2014,0.29218107,-0.100223993
1,12,1500,0.367088608,2014,Dario Šari?,SF/PF,,ORL,Philadelphia 76ers,4,298,7903,3625,1835,620,0.437,0.356,0.835,26.5,12.2,6.2,2.1,13.9,0.084,-0.8,2.4,2014,0.298353909,-0.068734698
1,13,1400,0.341772152,2014,Zach LaVine,SG,UCLA,MIN,Minnesota Timberwolves,6,353,10857,6240,1279,1275,0.447,0.375,0.819,30.8,17.7,3.6,3.6,12,0.053,-0.6,3.8,2014,0.259259259,-0.082512893
1,14,1320,0.321518987,2014,T. J. Warren,SF,NC State,PHO,Phoenix Suns,6,322,9218,4894,1320,380,0.504,0.35,0.777,28.6,15.2,4.1,1.2,18.3,0.095,-0.4,3.7,2014,0.388888889,0.067369902
1,15,1240,0.301265823,2014,Adreian Payne,PF,Michigan State,ATL,Atlanta Hawks,4,107,1403,429,315,66,0.406,0.254,0.68,13.1,4,2.9,0.6,-0.6,-0.019,-5.9,-1.4,2014,0,-0.301265823
1,16,1180,0.286075949,2014,Jusuf Nurki?,C,,CHI,Denver Nuggets,5,310,7103,3608,2480,589,0.491,0.071,0.666,22.9,11.6,8,1.9,16.4,0.111,0.2,3.9,2014,0.349794239,0.063718289
1,17,1130,0.273417722,2014,James Young,SG/SF,Kentucky,BOS,Boston Celtics ,4,95,812,219,96,28,0.367,0.277,0.563,8.5,2.3,1,0.3,0.8,0.046,-3.4,-0.3,2014,0.028806584,-0.244611137
1,18,1080,0.260759494,2014,Tyler Ennis,PG,Syracuse,PHO,Phoenix Suns ,4,186,2336,779,250,359,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8,2014,0.03909465,-0.221664843
1,19,1030,0.248101266,2014,Gary Harris,SG,Michigan State,CHI,Denver Nuggets,6,368,10663,4459,961,779,0.454,0.36,0.803,29,12.1,2.6,2.1,18.1,0.082,-0.9,3,2014,0.384773663,0.136672397
1,20,980,0.235443038,2014,Bruno Caboclo,SF,,TOR,Toronto Raptors,6,96,1233,407,247,71,0.397,0.314,0.836,12.8,4.2,2.6,0.7,1.5,0.057,-2.4,-0.1,2014,0.043209877,-0.192233161
1,21,920,0.220253165,2014,Mitch McGary,PF,Michigan,OKC,Seattle/Oklahoma City Thunder ,2,52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1,2014,0.03909465,-0.181158514
1,22,860,0.205063291,2014,Jordan Adams,SG,UCLA,MEM,Vancouver/Memphis Grizzlies,2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,1.7,0.2,2014,0.020576132,-0.184487159
1,23,800,0.189873418,2014,Rodney Hood,SG,Duke,UTA,Utah Jazz ,6,341,9326,4247,980,645,0.426,0.372,0.839,27.3,12.5,2.9,1.9,17.1,0.088,-0.5,3.4,2014,0.364197531,0.174324113
1,24,750,0.17721519,2014,Shabazz Napier,PG,UConn,CHH,Miami Heat,6,340,5876,2382,645,840,0.397,0.346,0.815,17.3,7,1.9,2.5,8.3,0.068,-0.6,2.1,2014,0.183127572,0.005912382
1,25,700,0.164556962,2014,Clint Capela,C,,HOU,Houston Rockets,6,334,8674,4075,3243,324,0.634,0,0.526,26,12.2,9.7,1,36.4,0.201,1.9,8.5,2014,0.761316872,0.59675991
1,26,660,0.15443038,2014,P. J. Hairston,SG,UNC,MIA,Charlotte Hornets/Bobcats,2,111,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5,0.9,0.021,-3.9,-1,2014,0.030864198,-0.123566182
1,27,620,0.144303797,2014,Bogdan Bogdanovi?,SG,,PHO,Phoenix Suns ,3,201,5632,2674,637,694,0.432,0.37,0.803,28,13.3,3.2,3.5,8,0.068,-0.7,1.9,2014,0.176954733,0.032650935
1,28,570,0.13164557,2014,C. J. Wilcox,SG,Washington,LAC,Los Angeles Clippers,3,66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,-4.3,-0.2,2014,0.014403292,-0.117242277
1,29,520,0.118987342,2014,Josh Huestis,SF/PF,Stanford,OKC,Seattle/Oklahoma City Thunder ,3,76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4,2014,0.026748971,-0.092238371
1,30,470,0.106329114,2014,Kyle Anderson,SF,UCLA,SAS,San Antonio Spurs,6,359,7022,1936,1428,704,0.492,0.307,0.698,19.6,5.4,4,2,17.6,0.12,1.5,6.2,2014,0.374485597,0.268156483
2,31,360,0.078481013,2014,Damien Inglis,SF,,MIL,Milwaukee Bucks,1,20,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-5.6,-0.1,2014,0.010288066,-0.068192947
2,32,350,0.075949367,2014,K. J. McDaniels,SF,Clemson,PHI,Philadelphia 76ers,3,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-2.8,-0.4,2014,0.03909465,-0.036854717
2,33,330,0.070886076,2014,Joe Harris,SG,Virginia,CLE,Cleveland Cavaliers ,6,325,7860,3332,1014,521,0.474,0.423,0.786,24.2,10.3,3.1,1.6,14.2,0.087,-0.8,2.3,2014,0.304526749,0.233640673
2,34,320,0.06835443,2014,Cleanthony Early,SF,Wichita State,NYK,New York Knicks ,2,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.9,-0.8,2014,0,-0.06835443
2,35,300,0.063291139,2014,Jarnell Stokes,PF,Tennessee,UTA,Vancouver/Memphis Grizzlies,3,28,151,67,40,7,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,0.1,0.1,2014,0.024691358,-0.038599781
2,36,290,0.060759494,2014,Johnny O'Bryant III,PF,LSU,MIL,Milwaukee Bucks ,4,147,1684,509,352,69,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.2,-1.8,2014,0.016460905,-0.044298588
2,37,280,0.058227848,2014,DeAndre Daniels#,SF,UConn,TOR,Toronto Raptors ,0,0,0,0,0,0,,,,,,,,0,,,0,2014,0.012345679,-0.045882169
2,38,270,0.055696203,2014,Spencer Dinwiddie,PG/SG,Colorado,DET,Detroit Pistons,6,317,8162,4103,875,1578,0.41,0.318,0.793,25.7,12.9,2.8,5,18.6,0.109,0.3,4.8,2014,0.395061728,0.339365526
2,39,250,0.050632911,2014,Jerami Grant,SF,Syracuse,PHI,Philadelphia 76ers ,6,447,10909,4111,1727,475,0.463,0.348,0.666,24.4,9.2,3.9,1.1,22.3,0.098,-0.9,3.1,2014,0.471193416,0.420560504
2,40,240,0.048101266,2014,Glenn Robinson III,SF,Michigan,MIN,Minnesota Timberwolves ,6,279,4887,1664,721,218,0.459,0.372,0.769,17.5,6,2.6,0.8,7.5,0.074,-1.5,0.6,2014,0.166666667,0.118565401
2,41,230,0.04556962,2014,Nikola Joki?*,PF/C,,DEN,Denver Nuggets,5,373,10819,6319,3609,2032,0.524,0.338,0.825,29,16.9,9.7,5.4,48,0.213,7.1,25,2014,1,0.95443038
2,42,220,0.043037975,2014,Nick Johnson,PG/SG,Arizona,HOU,Houston Rockets ,1,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-6.5,-0.3,2014,0.010288066,-0.032749909
2,43,210,0.040506329,2014,Walter Tavares,C,,ATL,Atlanta Hawks,2,13,101,33,32,4,0.625,,0.273,7.8,2.5,2.5,0.3,0.2,0.118,-0.4,0,2014,0.016460905,-0.024045424
2,44,200,0.037974684,2014,Markel Brown,SG,Oklahoma State,MIN,New Jersey/Brooklyn Nets ,3,113,1794,584,234,132,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4,2014,0.034979424,-0.00299526
2,45,190,0.035443038,2014,Dwight Powell,PF,Stanford,CHH,Charlotte Hornets/Bobcats,6,371,6956,2867,1711,364,0.563,0.293,0.739,18.7,7.7,4.6,1,26.1,0.18,1.5,6.1,2014,0.549382716,0.513939678
2,46,180,0.032911392,2014,Jordan Clarkson,PG,Missouri,WAS,Los Angeles Lakers,6,445,12054,6573,1404,1152,0.447,0.341,0.818,27.1,14.8,3.2,2.6,14,0.056,-0.7,3.9,2014,0.300411523,0.26750013
2,47,170,0.030379747,2014,Russ Smith,PG/SG,Louisville,PHI,New Orleans Hornets/Pelicans,2,27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-5.1,-0.1,2014,0.008230453,-0.022149294
2,48,160,0.027848101,2014,Lamar Patterson,SG/SF,Pitt,MIL,Atlanta Hawks,2,40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.7,-0.4,2014,0.014403292,-0.013444809
2,49,150,0.025316456,2014,Cameron Bairstow,PF/C,New Mexico,CHI,Chicago Bulls,2,36,167,44,36,7,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-8.1,-0.3,2014,0.010288066,-0.01502839
2,50,140,0.02278481,2014,Alec Brown#,C,Green Bay,PHO,Phoenix Suns,0,0,0,0,0,0,,,,,,,,0,,,0,2014,0.012345679,-0.010439131
2,51,130,0.020253165,2014,Thanasis Antetokounmpo,SF,,NYK,New York Knicks ,2,20,99,51,20,9,0.55,0,0.467,5,2.6,1,0.5,0.2,0.095,-1.8,0,2014,0.016460905,-0.003792259
2,52,120,0.017721519,2014,Vasilije Mici?#,PG,,PHI,Philadelphia 76ers ,0,0,0,0,0,0,,,,,,,,0,,,0,2014,0.012345679,-0.00537584
2,53,110,0.015189873,2014,Alessandro Gentile#,SF,,MIN,Houston Rockets,0,0,0,0,0,0,,,,,,,,0,,,0,2014,0.012345679,-0.002844194
2,54,100,0.012658228,2014,Nemanja Dangubi?#,SG,,PHI,San Antonio Spurs,0,0,0,0,0,0,,,,,,,,0,,,0,2014,0.012345679,-0.000312549
2,55,90,0.010126582,2014,Semaj Christon,PG,Xavier,MIA,Charlotte Hornets/Bobcats,1,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-5.1,-0.8,2014,0.014403292,0.00427671
2,56,90,0.010126582,2014,Devyn Marble,SG/SF,Iowa,DEN,Orlando Magic,2,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4,2014,0.00617284,-0.003953743
2,57,80,0.007594937,2014,Louis Labeyrie#,PF/C,,IND,New York Knicks,0,0,0,0,0,0,,,,,,,,0,,,0,2014,0.012345679,0.004750742
2,58,70,0.005063291,2014,Jordan McRae,SG,Tennessee,SAS,Philadelphia 76ers ,4,123,1696,846,225,167,0.417,0.355,0.772,13.8,6.9,1.8,1.4,1.7,0.048,-2.1,0,2014,0.047325103,0.042261812
2,59,60,0.002531646,2014,Xavier Thames#,PG/SG,San Diego State,TOR,New Jersey/Brooklyn Nets ,0,0,0,0,0,0,,,,,,,,0,,,0,2014,0.012345679,0.009814033
2,60,50,0,2014,Cory Jefferson,PF,Baylor,SAS,Philadelphia 76ers ,2,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-3.3,-0.2,2014,0.030864198,0.030864198
1,1,4000,1,2013,Anthony Bennett,PF/SF,UNLV,CLE,Cleveland Cavaliers,4,151,1905,658,472,77,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-4.8,-1.3,2013,0.017133956,-0.982866044
1,2,3100,0.772151899,2013,Victor Oladipo*,SG/PG,Indiana,ORL,Orlando Magic,7,415,13697,7207,1900,1628,0.441,0.35,0.793,33,17.4,4.6,3.9,24.3,0.085,1.1,10.8,2013,0.387850467,-0.384301431
1,3,2670,0.663291139,2013,Otto Porter,SF,Georgetown,WAS,Washington Bullets/Wizards,7,413,11078,4550,2037,618,0.482,0.404,0.789,26.8,11,4.9,1.5,29.9,0.129,1.7,10.4,2013,0.475077882,-0.188213258
1,4,2410,0.597468354,2013,Cody Zeller,C/PF,Indiana,CHA,Charlotte Hornets/Bobcats,7,419,9613,3611,2496,583,0.513,0.248,0.731,22.9,8.6,6,1.4,27.7,0.138,-0.5,3.7,2013,0.440809969,-0.156658386
1,5,2240,0.55443038,2013,Alex Len,C,Maryland,PHO,Phoenix Suns,7,461,9095,3683,2893,392,0.495,0.33,0.69,19.7,8,6.3,0.9,17.8,0.094,-2,-0.1,2013,0.286604361,-0.267826018
1,6,2110,0.521518987,2013,Nerlens Noel,C,Kentucky,NOH,Philadelphia 76ers ,6,355,7864,2869,2211,418,0.542,0.286,0.648,22.2,8.1,6.2,1.2,21.4,0.131,1,5.9,2013,0.342679128,-0.17883986
1,7,2000,0.493670886,2013,Ben McLemore,SG,Kansas,SAC,Sacramento Kings,7,431,10162,3858,1048,461,0.421,0.363,0.78,23.6,9,2.4,1.1,7.6,0.036,-3,-2.7,2013,0.127725857,-0.365945029
1,8,1910,0.470886076,2013,Kentavious Caldwell-Pope,SG,Georgia,DET,Detroit Pistons,7,533,15584,6196,1698,872,0.418,0.35,0.797,29.2,11.6,3.2,1.6,27.6,0.085,-0.7,5.2,2013,0.439252336,-0.03163374
1,9,1830,0.450632911,2013,Trey Burke,PG,Michigan,MIN,Utah Jazz,7,386,8858,4071,776,1354,0.41,0.343,0.798,22.9,10.5,2,3.5,11.1,0.06,-1.1,1.9,2013,0.182242991,-0.268389921
1,10,1720,0.42278481,2013,CJ McCollum,SG,Lehigh,POR,Portland Trail Blazers,7,473,14552,8723,1544,1464,0.455,0.397,0.827,30.8,18.4,3.3,3.1,31.5,0.104,1,11.1,2013,0.5,0.07721519
1,11,1600,0.392405063,2013,Michael Carter-Williams~,PG,Syracuse,PHI,Philadelphia 76ers,7,357,9038,3728,1567,1565,0.403,0.256,0.711,25.3,10.4,4.4,4.4,7,0.037,-0.9,2.5,2013,0.118380062,-0.274025001
1,12,1500,0.367088608,2013,Steven Adams,C,Pitt,OKC,Seattle/Oklahoma City Thunder ,7,525,14091,5140,3989,610,0.589,0.1,0.558,26.8,9.8,7.6,1.2,44.9,0.153,0.4,8.6,2013,0.708722741,0.341634134
1,13,1400,0.341772152,2013,Kelly Olynyk,C,Gonzaga,DAL,Boston Celtics,7,492,10436,4739,2375,915,0.478,0.375,0.773,21.2,9.6,4.8,1.9,28.1,0.129,0.8,7.3,2013,0.447040498,0.105268347
1,14,1320,0.321518987,2013,Shabazz Muhammad,SG/SF,UCLA,UTA,Minnesota Timberwolves,5,278,4772,2504,770,151,0.473,0.319,0.751,17.2,9,2.8,0.5,8.5,0.085,-2,0,2013,0.141744548,-0.179774439
1,15,1240,0.301265823,2013,Giannis Antetokounmpo*,SF/PF,,MIL,Milwaukee Bucks,7,522,16983,10435,4627,2250,0.525,0.285,0.724,32.5,20,8.9,4.3,63.6,0.18,4.9,29.8,2013,1,0.698734177
1,16,1180,0.286075949,2013,Lucas Nogueira,C,,BOS,Dallas Mavericks,4,141,1754,446,388,72,0.632,0.265,0.64,12.4,3.2,2.8,0.5,6,0.165,2.3,1.9,2013,0.102803738,-0.183272211
1,17,1130,0.273417722,2013,Dennis Schröder,PG,,ATL,Atlanta Hawks,7,494,12607,6968,1401,2254,0.436,0.336,0.828,25.5,14.1,2.8,4.6,16.6,0.063,-1.1,2.9,2013,0.267912773,-0.005504949
1,18,1080,0.260759494,2013,Shane Larkin,PG,Miami (FL),ATL,Dallas Mavericks,4,256,4880,1399,490,737,0.422,0.336,0.777,19.1,5.5,1.9,2.9,4.4,0.044,-2.4,-0.6,2013,0.07788162,-0.182877874
1,19,1030,0.248101266,2013,Sergey Karasev,SG/SF,,CLE,Cleveland Cavaliers ,3,95,1110,287,140,87,0.395,0.282,0.842,11.7,3,1.5,0.9,0.8,0.036,-3.4,-0.4,2013,0.021806854,-0.226294412
1,20,980,0.235443038,2013,Tony Snell,SF,New Mexico,CHI,Chicago Bulls,7,501,11278,3236,1156,582,0.428,0.385,0.838,22.5,6.5,2.3,1.2,16.1,0.068,-2,0,2013,0.260124611,0.024681573
1,21,920,0.220253165,2013,Gorgui Dieng,C,Louisville,UTA,Minnesota Timberwolves,7,510,11260,4022,3148,700,0.5,0.343,0.785,22.1,7.9,6.2,1.4,27.1,0.116,0.2,6.2,2013,0.431464174,0.21121101
1,22,860,0.205063291,2013,Mason Plumlee,C,Duke,BRK,New Jersey/Brooklyn Nets ,7,524,11320,4369,3259,1154,0.574,0.065,0.563,21.6,8.3,6.2,2.2,34,0.144,1.3,9.6,2013,0.53894081,0.333877519
1,23,800,0.189873418,2013,Solomon Hill,SF,Arizona,IND,Indiana Pacers,7,359,7904,2094,1151,569,0.396,0.338,0.8,22,5.8,3.2,1.6,10.5,0.064,-2,-0.1,2013,0.172897196,-0.016976221
1,24,750,0.17721519,2013,Tim Hardaway Jr.,SG,Michigan,NYK,New York Knicks,7,466,12331,6265,1231,864,0.421,0.354,0.814,26.5,13.4,2.6,1.9,19.3,0.075,-1,3.2,2013,0.309968847,0.132753657
1,25,700,0.164556962,2013,Reggie Bullock,SF,UNC,LAC,Los Angeles Clippers,7,301,5924,2090,631,342,0.43,0.385,0.826,19.7,6.9,2.1,1.1,10.2,0.083,-0.8,1.8,2013,0.168224299,0.003667337
1,26,660,0.15443038,2013,André Roberson,SG/SF,Colorado,MIN,Seattle/Oklahoma City Thunder ,5,295,6651,1356,1188,257,0.482,0.257,0.467,22.5,4.6,4,0.9,12.7,0.092,-0.5,2.5,2013,0.207165109,0.052734729
1,27,620,0.144303797,2013,Rudy Gobert*,C,,DEN,Utah Jazz,7,468,13803,5458,5125,638,0.64,0,0.629,29.5,11.7,11,1.4,62.9,0.219,3.8,20.1,2013,0.989096573,0.844792776
1,28,570,0.13164557,2013,Livio Jean-Charles#,SF,,SAS,San Antonio Spurs,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,-0.122299775
1,29,520,0.118987342,2013,Archie Goodwin,SG,Kentucky,OKC,Phoenix Suns,4,165,2396,1040,331,206,0.429,0.236,0.7,14.5,6.3,2,1.2,1.1,0.022,-3,-0.6,2013,0.026479751,-0.092507591
1,30,470,0.106329114,2013,Nemanja Nedovi?,PG,,PHO,Golden State Warriors,1,24,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10,-0.3,2013,0.003115265,-0.103213849
2,31,360,0.078481013,2013,Allen Crabbe,SG,California,CLE,Portland Trail Blazers,7,381,9125,3453,1073,434,0.425,0.387,0.831,24,9.1,2.8,1.1,13.7,0.072,-1.6,0.9,2013,0.222741433,0.14426042
2,32,350,0.075949367,2013,Álex Abrines,SG/SF,,OKC,Seattle/Oklahoma City Thunder ,3,174,2777,924,248,88,0.387,0.368,0.88,16,5.3,1.4,0.5,5,0.086,-1.9,0.1,2013,0.087227414,0.011278047
2,33,330,0.070886076,2013,Carrick Felix,SG,Arizona State,CLE,Cleveland Cavaliers,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0,0.057,-3.4,0,2013,0.009345794,-0.061540282
2,34,320,0.06835443,2013,Isaiah Canaan,PG,Murray State,HOU,Houston Rockets ,6,235,4799,1913,438,454,0.371,0.351,0.836,20.4,8.1,1.9,1.9,4.3,0.043,-2.4,-0.5,2013,0.076323988,0.007969557
2,35,300,0.063291139,2013,Glen Rice Jr.,SG,Georgia Tech,PHI,Washington Bullets/Wizards,2,16,152,43,24,9,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-6.6,-0.2,2013,0.00623053,-0.05706061
2,36,290,0.060759494,2013,Ray McCallum Jr.,PG,Detroit Mercy,SAC,Sacramento Kings,3,154,2808,920,306,368,0.408,0.335,0.711,18.2,6,2,2.4,2.1,0.035,-2.6,-0.4,2013,0.042056075,-0.018703419
2,37,280,0.058227848,2013,Tony Mitchell,PF,University of North Texas,DET,Detroit Pistons,1,21,79,22,26,2,0.417,1,0.579,3.8,1,1.2,0.1,0.2,0.151,0.4,0,2013,0.012461059,-0.045766789
2,38,270,0.055696203,2013,Nate Wolters,PG,South Dakota State,WAS,Philadelphia 76ers,3,84,1575,461,185,209,0.423,0.261,0.635,18.8,5.5,2.2,2.5,0.9,0.028,-2.6,-0.2,2013,0.023364486,-0.032331717
2,39,250,0.050632911,2013,Jeff Withey,C,Kansas,POR,Portland Trail Blazers ,5,206,2072,666,518,64,0.525,0.143,0.716,10.1,3.2,2.5,0.3,6.8,0.157,0.5,1.3,2013,0.115264798,0.064631886
2,40,240,0.048101266,2013,Grant Jerrett,PF,Arizona,POR,Seattle/Oklahoma City Thunder ,1,8,51,16,9,3,0.269,0.067,1,6.4,2,1.1,0.4,-0.1,-0.128,-10.8,-0.1,2013,0.007788162,-0.040313104
2,41,230,0.04556962,2013,Jamaal Franklin,SG,San Diego State,MEM,Vancouver/Memphis Grizzlies,2,24,174,42,25,9,0.415,0.462,1,7.3,1.8,1,0.4,0,-0.006,-5.9,-0.2,2013,0.009345794,-0.036223826
2,42,220,0.043037975,2013,Pierre Jackson,PG,Baylor,PHI,New Orleans Hornets/Pelicans,1,8,84,35,9,19,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0,0.021,-4.4,-0.1,2013,0.009345794,-0.03369218
2,43,210,0.040506329,2013,Ricky Ledo,SG,Providence,MIL,Philadelphia 76ers,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.6,-0.4,2013,0,-0.040506329
2,44,200,0.037974684,2013,Mike Muscala,C,Bucknell,DAL,Atlanta Hawks,7,348,5377,1946,1096,322,0.461,0.364,0.839,15.5,5.6,3.1,0.9,13,0.116,-0.3,2.4,2013,0.211838006,0.173863323
2,45,190,0.035443038,2013,Marko Todorovi?#,PF/C,,POR,Vancouver/Memphis Grizzlies,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,-0.026097244
2,46,180,0.032911392,2013,Erick Green,PG,Virginia Tech,UTA,Denver Nuggets,2,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-4,-0.2,2013,0.010903427,-0.022007966
2,47,170,0.030379747,2013,Raul Neto,PG,,ATL,Utah Jazz,5,248,3382,1167,313,453,0.445,0.38,0.787,13.6,4.7,1.3,1.8,5.4,0.077,-1.5,0.4,2013,0.093457944,0.063078197
2,48,160,0.027848101,2013,Ryan Kelly,PF,Duke,LAL,Vancouver/Memphis Grizzlies,4,163,3125,981,504,215,0.378,0.316,0.797,19.2,6,3.1,1.3,3,0.046,-2.6,-0.5,2013,0.056074766,0.028226665
2,49,150,0.025316456,2013,Erik Murphy,PF,Florida,CHI,Vancouver/Memphis Grizzlies,1,24,62,6,8,2,0.231,0,,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.6,-0.1,2013,0.007788162,-0.017528294
2,50,140,0.02278481,2013,James Ennis,SF,Cal State Long Beach,ATL,Miami Heat,6,339,6768,2167,1082,299,0.453,0.354,0.795,20,6.4,3.2,0.9,13.8,0.098,-1.4,1,2013,0.224299065,0.201514255
2,51,130,0.020253165,2013,Romero Osby#,PF,Oklahoma,ORL,Orlando Magic ,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,-0.01090737
2,52,120,0.017721519,2013,Lorenzo Brown,PG,NC State,MIN,Minnesota Timberwolves ,5,103,1185,293,151,183,0.364,0.17,0.707,11.5,2.8,1.5,1.8,-0.2,-0.007,-3.5,-0.5,2013,0.00623053,-0.011490989
2,53,110,0.015189873,2013,Colton Iverson#,C,Colorado State,IND,Boston Celtics,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,-0.005844079
2,54,100,0.012658228,2013,Arsalan Kazemi#,PF,Oregon,WAS,Philadelphia 76ers,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,-0.003312433
2,55,90,0.010126582,2013,Joffrey Lauvergne,C,,MEM,Denver Nuggets,4,208,2823,1159,789,180,0.479,0.285,0.719,13.6,5.6,3.8,0.9,5.2,0.089,-2.1,-0.1,2013,0.090342679,0.080216097
2,56,90,0.010126582,2013,Peyton Siva,PG,Louisville,DET,Detroit Pistons ,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-6.4,-0.2,2013,0.00623053,-0.003896053
2,57,80,0.007594937,2013,Alex Oriakhi#,C,Missouri,PHO,Phoenix Suns ,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,0.001750858
2,58,70,0.005063291,2013,Deshaun Thomas#,SF,Ohio State,SAS,San Antonio Spurs,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,0.004282503
2,59,60,0.002531646,2013,Bojan Dubljevi?#,PF,,MIN,Minnesota Timberwolves ,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,0.006814149
2,60,50,0,2013,J?nis Timma#,SF,,MEM,Vancouver/Memphis Grizzlies,0,0,0,0,0,0,,,,,,,,0,,,0,2013,0.009345794,0.009345794
1,1,4000,1,2012,Anthony Davis*,PF/C,Kentucky,NOH,New Orleans Hornets/Pelicans,8,521,17997,12526,5423,1154,0.517,0.319,0.801,34.5,24,10.4,2.2,82.3,0.219,6.3,37.7,2012,1,0
1,2,3100,0.772151899,2012,Michael Kidd-Gilchrist,SF,Kentucky,CHA,Charlotte Hornets/Bobcats,8,442,10928,3742,2408,514,0.474,0.272,0.715,24.7,8.5,5.4,1.2,21,0.092,-1.8,0.6,2012,0.266746411,-0.505405487
1,3,2670,0.663291139,2012,Bradley Beal+,SG,Florida,WAS,Washington Bullets/Wizards,8,545,18832,11425,2169,2171,0.452,0.38,0.807,34.6,21,4,4,41.5,0.106,1.6,17,2012,0.511961722,-0.151329417
1,4,2410,0.597468354,2012,Dion Waiters,SG,Syracuse,CLE,Cleveland Cavaliers,8,412,11670,5422,1095,1146,0.412,0.348,0.692,28.3,13.2,2.7,2.8,8.7,0.036,-2.1,-0.4,2012,0.119617225,-0.47785113
1,5,2240,0.55443038,2012,Thomas Robinson,PF,Kansas,SAC,Sacramento Kings,5,313,4204,1528,1507,190,0.47,0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6,2012,0.070574163,-0.483856217
1,6,2110,0.521518987,2012,Damian Lillard*~,PG,Weber State,POR,Portland Trail Blazers ,8,607,22047,14586,2539,3932,0.436,0.371,0.889,36.3,24,4.2,6.5,79.9,0.174,4.6,36.9,2012,0.971291866,0.449772879
1,7,2000,0.493670886,2012,Harrison Barnes,SF,UNC,GSW,Golden State Warriors,8,604,18823,8263,2951,982,0.447,0.375,0.796,31.2,13.7,4.9,1.6,33.9,0.087,-1,4.6,2012,0.421052632,-0.072618254
1,8,1910,0.470886076,2012,Terrence Ross,SG,Washington,TOR,Toronto Raptors,8,555,13665,6093,1569,609,0.421,0.371,0.825,24.6,11,2.8,1.1,22,0.077,-0.5,5.2,2012,0.278708134,-0.192177942
1,9,1830,0.450632911,2012,Andre Drummond*,C,UConn,DET,Detroit Pistons,8,599,18590,8671,8288,778,0.542,0.146,0.461,31,14.5,13.8,1.3,60.6,0.157,1.5,16.3,2012,0.740430622,0.289797711
