Round,Pick,Pick Value,Value Standardization,Year,Player,Pos.,College,Original Pick,Drafting Team,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,WS Standardized,Value
1,29,520,0.114503817,1996,Travis Knight,C,UConn,CHI,Chicago Bulls,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-3,-1.1,1996,0.050144092,-0.064359725
2,30,470,0.10178117,1996,Othella Harrington,F/C,Georgetown,HOU,Houston Rockets ,12,709,13924,5212,3130,443,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.4,-4.9,1996,0.137752161,0.035970991
2,31,360,0.073791349,1996,Mark Hendrickson,G,Washington State,PHI,Philadelphia 76ers,4,114,1508,381,316,63,0.416,0.167,0.803,13.2,3.3,2.8,0.6,2.1,0.067,-3.8,-0.7,1996,0.016714697,-0.057076651
2,32,350,0.071246819,1996,Ryan Minor#,G,Oklahoma,PHI,Philadelphia 76ers ,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.066635868
2,33,330,0.066157761,1996,Moochie Norris,G,University of West Florida,MIL,Milwaukee Bucks,9,445,7640,2272,868,1233,0.401,0.286,0.74,17.2,5.1,2,2.8,10,0.063,-1.4,1.2,1996,0.062247839,-0.003909922
2,34,320,0.063613232,1996,Shawn Harvey#,G,West Virginia State University,DAL,Dallas Mavericks,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.059002281
2,35,300,0.058524173,1996,Joseph Blair#,C,Arizona,SEA,Seattle/Oklahoma City Thunder ,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.053913222
2,36,290,0.055979644,1996,Doron Sheffer#,G,UConn,LAC,Los Angeles Clippers,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.051368693
2,37,280,0.053435115,1996,Jeff McInnis,G,UNC,DEN,Denver Nuggets ,11,576,15927,5396,1170,2514,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,-2.1,-0.3,1996,0.137752161,0.084317047
2,38,270,0.050890585,1996,Steve Hamer,C,Tennessee,BOS,Boston Celtics,1,35,268,76,60,7,0.526,0,0.552,7.7,2.2,1.7,0.2,0.2,0.031,-6.5,-0.3,1996,0.005763689,-0.045126896
2,39,250,0.045801527,1996,Russ Millard#,F,Iowa,PHO,Phoenix Suns ,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.041190576
2,40,240,0.043256997,1996,Marcus Mann#,F,Mississippi Valley State University,GSW,Golden State Warriors,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.038646046
2,41,230,0.040712468,1996,Jason Sasser,F,Texas Tech,SAC,Sacramento Kings,2,14,108,30,15,4,0.412,0.333,0.5,7.7,2.1,1.1,0.3,0,-0.014,-5.7,-0.1,1996,0.004610951,-0.036101517
2,42,220,0.038167939,1996,Randy Livingston,G,LSU,HOU,Houston Rockets ,11,203,2684,773,282,415,0.406,0.351,0.771,13.2,3.8,1.4,2,2.3,0.041,-2.5,-0.3,1996,0.017867435,-0.020300504
2,43,210,0.03562341,1996,Ben Davis,F,Arizona,PHO,Phoenix Suns,4,40,154,54,53,5,0.356,,0.462,3.9,1.4,1.3,0.1,0.1,0.04,-5.5,-0.1,1996,0.00518732,-0.03043609
2,44,200,0.03307888,1996,Malik Rose,F,Drexel,CHH,Charlotte Hornets/Bobcats,13,813,13404,5003,3371,684,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,-2.1,-0.4,1996,0.157348703,0.124269823
2,45,190,0.030534351,1996,Joe Vogel#,C,Colorado State,SEA,Seattle/Oklahoma City Thunder ,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.0259234
2,46,180,0.027989822,1996,Marcus Brown,G,Murray State,POR,Portland Trail Blazers,2,27,229,92,22,23,0.381,0.333,0.714,8.5,3.4,0.8,0.9,0.3,0.066,-2.6,0,1996,0.006340058,-0.021649764
2,47,170,0.025445293,1996,Ron Riley#,G/F,Arizona State,SEA,Seattle/Oklahoma City Thunder ,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.020834342
2,48,160,0.022900763,1996,Jamie Feick,F,Michigan State,PHI,Philadelphia 76ers ,5,201,4316,911,1437,139,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,-2.7,-0.7,1996,0.051873199,0.028972435
2,49,150,0.020356234,1996,Amal McCaskill,C,Marquette,ORL,Orlando Magic ,4,114,968,204,213,36,0.377,0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.7,-0.7,1996,0.007492795,-0.012863439
2,50,140,0.017811705,1996,Terrell Bell#,C,Georgia,HOU,Houston Rockets ,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.013200754
2,51,130,0.015267176,1996,Chris Robinson,G,Western Kentucky,VAN,Vancouver/Memphis Grizzlies,2,76,1095,350,117,104,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,-0.003,-4,-0.6,1996,0.004034582,-0.011232593
2,52,120,0.012722646,1996,Mark Pope,F,Kentucky,IND,Indiana Pacers,6,153,1634,285,261,63,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-4.3,-0.9,1996,0.012103746,-0.0006189
2,53,110,0.010178117,1996,Jeff Nordgaard,F,Green Bay,MIL,Milwaukee Bucks ,1,13,48,18,14,3,0.278,,0.889,3.7,1.4,1.1,0.2,0,0.043,-3.7,0,1996,0.004610951,-0.005567166
2,54,100,0.007633588,1996,Shandon Anderson,F,Georgia,UTA,Utah Jazz,10,719,15946,5327,2252,1007,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,-1.3,3,1996,0.140634006,0.133000418
2,55,90,0.005089059,1996,Ronnie Henderson#,G,LSU,WSB,Washington Bullets/Wizards,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,-0.000478108
2,56,90,0.005089059,1996,Reggie Geary,G,Arizona,CLE,Cleveland Cavaliers ,2,101,931,209,82,110,0.344,0.328,0.493,9.2,2.1,0.8,1.1,0.6,0.032,-2.5,-0.1,1996,0.008069164,0.002980106
2,57,80,0.002544529,1996,Drew Barry,G,Georgia Tech,SEA,Seattle/Oklahoma City Thunder ,3,60,598,134,67,111,0.417,0.381,0.774,10,2.2,1.1,1.9,0.6,0.051,-3.5,-0.2,1996,0.008069164,0.005524635
2,58,70,0,1996,Darnell Robinson#,F,Arkansas,DAL,Dallas Mavericks ,0,0,0,0,0,0,,,,,,,,0,,,0,1996,0.004610951,0.004610951
1,1,4000,1,1995,Joe Smith,PF,Maryland,GSW,Golden State Warriors,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,-1.5,3,1995,0.316118936,-0.683881064
1,2,3100,0.770992366,1995,Antonio McDyess*,PF,Alabama,LAC,Denver Nuggets,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,-0.1,13.2,1995,0.365675535,-0.405316832
1,3,2670,0.661577608,1995,Jerry Stackhouse+,SG,UNC,PHI,Philadelphia 76ers,18,970,30222,16409,3067,3240,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,0.3,17.4,1995,0.274908712,-0.386668897
1,4,2410,0.595419847,1995,Rasheed Wallace+,PF,UNC,WSB,Washington Bullets/Wizards,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.2,38.4,1995,0.549817423,-0.045602424
1,5,2240,0.55216285,1995,Kevin Garnett^,PF,,MIN,Minnesota Timberwolves,21,1462,50418,26071,14662,5445,0.497,0.275,0.789,34.5,17.8,10,3.7,191.4,0.182,5.6,96.9,1995,1,0.44783715
1,6,2110,0.519083969,1995,Bryant Reeves,C,Oklahoma State,VAN,Vancouver/Memphis Grizzlies,6,395,12071,4945,2745,623,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,-3.4,-4.3,1995,0.069379238,-0.449704731
1,7,2000,0.491094148,1995,Damon Stoudamire,PG,Arizona,TOR,Toronto Raptors,13,878,29106,11763,3039,5371,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.3,16.8,1995,0.290558164,-0.200535984
1,8,1910,0.468193384,1995,Shawn Respert,SG,Michigan State,POR,Milwaukee Bucks,4,172,2350,851,226,177,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043,-2.3,-0.2,1995,0.012519562,-0.455673822
1,9,1830,0.44783715,1995,Ed O'Bannon,SF,UCLA,NJN,New Jersey/Brooklyn Nets ,2,128,2062,634,316,102,0.367,0.222,0.755,16.1,5,2.5,0.8,1.1,0.025,-3.5,-0.7,1995,0.007303078,-0.440534072
1,10,1720,0.419847328,1995,Kurt Thomas,PF/C,TCU,MIA,Miami Heat,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.7,8.6,1995,0.336463224,-0.083384104
1,11,1600,0.389312977,1995,Gary Trent,PF,Ohio University,MIL,Portland Trail Blazers,9,506,9866,4366,2276,504,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,-1,2.4,1995,0.122587376,-0.266725601
1,12,1500,0.363867684,1995,Cherokee Parks,C,Duke,DAL,Dallas Mavericks,9,472,7459,2056,1703,265,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2.4,-0.7,1995,0.063119457,-0.300748227
1,13,1400,0.338422392,1995,Corliss Williamson,PF,Arkansas,SAC,Sacramento Kings,12,822,18749,9147,3183,972,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2,-0.1,1995,0.182576943,-0.155845449
1,14,1320,0.318066158,1995,Eric Williams,SF,Providence,BOS,Boston Celtics,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.5,1995,0.122587376,-0.195478782
1,15,1240,0.297709924,1995,Brent Barry,SG,Oregon State,DEN,Los Angeles Clippers,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.7,1995,0.369327074,0.07161715
1,16,1180,0.282442748,1995,Alan Henderson,PF,Indiana,ATL,Atlanta Hawks,12,652,13780,5094,3249,397,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,-1.8,0.6,1995,0.1476265,-0.134816248
1,17,1130,0.269720102,1995,Bob Sura,SG,Florida State,CLE,Cleveland Cavaliers,10,657,15597,5654,2240,2474,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.4,9.4,1995,0.149191445,-0.120528657
1,18,1080,0.256997455,1995,Theo Ratliff+,PF/C,Wyoming,DET,Detroit Pistons ,16,810,20500,5809,4596,465,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0,10.3,1995,0.251434533,-0.005562922
1,19,1030,0.244274809,1995,Randolph Childress,PG,Wake Forest,DET,Detroit Pistons ,2,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026,-5.7,-0.4,1995,0.000521648,-0.243753161
1,20,980,0.231552163,1995,Jason Caffey,PF,Alabama,CHI,Chicago Bulls,8,462,9045,3368,2022,420,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-3.6,-3.6,1995,0.07198748,-0.159564682
1,21,920,0.216284987,1995,Michael Finley*,SF/SG,Wisconsin,PHO,Phoenix Suns ,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1,28.8,1995,0.44600939,0.229724402
1,22,860,0.201017812,1995,George Zidek,C,UCLA,CHH,Charlotte Hornets/Bobcats,3,135,1328,453,286,32,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.8,1995,0.005738132,-0.195279679
1,23,800,0.185750636,1995,Travis Best,PG,Georgia Tech,IND,Indiana Pacers,10,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.4,6,1995,0.162754304,-0.022996333
1,24,750,0.17302799,1995,Loren Meyer,PF,Iowa State,DAL,Dallas Mavericks ,3,140,2044,645,480,77,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-7.2,-2.7,1995,0.004173187,-0.168854803
1,25,700,0.160305344,1995,David Vaughn,PF/C,Memphis,ORL,Orlando Magic,4,118,1156,341,361,36,0.423,0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-6.4,-1.3,1995,0.004694836,-0.155610508
1,26,660,0.150127226,1995,Sherell Ford,PF,University of Illinois at Chicago,SEA,Seattle/Oklahoma City Thunder ,1,28,139,90,24,5,0.375,0.16,0.765,5,3.2,0.9,0.2,0.4,0.124,-5.2,-0.1,1995,0.003651539,-0.146475688
1,27,620,0.139949109,1995,Mario Bennett,PF,Arizona State,PHO,Phoenix Suns,4,68,606,269,182,24,0.534,0.333,0.511,8.9,4,2.7,0.4,1.9,0.153,-0.8,0.2,1995,0.011476265,-0.128472844
1,28,570,0.127226463,1995,Greg Ostertag,C,Kansas,UTA,Utah Jazz,11,756,14753,3512,4145,443,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,-0.6,5.1,1995,0.177882107,0.050655644
1,29,520,0.114503817,1995,Cory Alexander,PG,Virginia,SAS,San Antonio Spurs,7,307,4847,1677,481,834,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03,-1.7,0.4,1995,0.017214397,-0.097289419
2,30,470,0.10178117,1995,Lou Roe,F,UMass,DET,Detroit Pistons,2,66,479,130,92,21,0.333,0.25,0.647,7.3,2,1.4,0.3,0,-0.001,-4.9,-0.4,1995,0.001564945,-0.100216225
2,31,360,0.073791349,1995,Dragan Tarla?,C,,CHI,Chicago Bulls,1,43,598,103,122,31,0.394,,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-7.3,-0.8,1995,0.000521648,-0.0732697
2,32,350,0.071246819,1995,Terrence Rencher,G,Texas,WSB,Washington Bullets/Wizards,1,36,405,106,44,54,0.33,0.31,0.674,11.3,2.9,1.2,1.5,-0.2,-0.021,-4,-0.2,1995,0.000521648,-0.070725171
2,33,330,0.066157761,1995,Junior Burrough,F,Virginia,BOS,Boston Celtics,1,61,495,189,109,15,0.376,,0.656,8.1,3.1,1.8,0.2,-0.2,-0.018,-7.5,-0.7,1995,0.000521648,-0.065636112
2,34,320,0.063613232,1995,Andrew DeClercq,PF/C,Florida,GSW,Golden State Warriors,10,587,9847,2815,2488,339,0.507,0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,-2.9,-2.4,1995,0.102243088,0.038629857
2,35,300,0.058524173,1995,Jimmy King,G,Michigan,TOR,Toronto Raptors,2,64,890,285,112,90,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0,0.001,-4.6,-0.6,1995,0.001564945,-0.056959228
2,36,290,0.055979644,1995,Lawrence Moten,G,Syracuse,VAN,Vancouver/Memphis Grizzlies,3,119,1814,747,181,182,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0,0.001,-2.1,0,1995,0.001564945,-0.054414699
2,37,280,0.053435115,1995,Frankie King,G,Western Carolina University,LAL,Los Angeles Lakers,2,13,79,27,16,7,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0,0.025,-4.7,-0.1,1995,0.001564945,-0.051870169
2,38,270,0.050890585,1995,Rashard Griffith #,C,Wisconsin,MIL,Milwaukee Bucks,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.04932564
2,39,250,0.045801527,1995,Donny Marshall,F,UConn,CLE,Cleveland Cavaliers,5,119,919,293,121,36,0.321,0.336,0.681,7.7,2.5,1,0.3,0.9,0.045,-3.8,-0.4,1995,0.006259781,-0.039541746
2,40,240,0.043256997,1995,Dwayne Whitfield,F,Jackson State University,GSW,Golden State Warriors,1,8,122,40,25,2,0.433,,0.636,15.3,5,3.1,0.3,0,0.01,-7.2,-0.2,1995,0.001564945,-0.041692052
2,41,230,0.040712468,1995,Erik Meek#,C,Duke,HOU,Houston Rockets,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.039147523
2,42,220,0.038167939,1995,Donnie Boyce,G,Colorado,ATL,Atlanta Hawks,2,30,195,79,25,16,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064,-4.8,-0.1,1995,0,-0.038167939
2,43,210,0.03562341,1995,Eric Snow,PG,Michigan State,MIL,Milwaukee Bucks,13,846,23132,5791,2141,4245,0.424,0.208,0.763,27.3,6.8,2.5,5,43.4,0.09,-1,5.9,1995,0.227960355,0.192336945
2,44,200,0.03307888,1995,Anthony Pelle#,C,Fresno State,DEN,Denver Nuggets,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.031513935
2,45,190,0.030534351,1995,Troy Brown#,F/C,Providence,ATL,Atlanta Hawks,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.028969406
2,46,180,0.027989822,1995,George Banks#,F,Texas-El Paso,MIA,Miami Heat,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.026424877
2,47,170,0.025445293,1995,Tyus Edney,PG,UCLA,SAC,Sacramento Kings,4,226,4743,1728,393,910,0.405,0.322,0.806,21,7.6,1.7,4,6.8,0.068,-1.5,0.7,1995,0.037037037,0.011591744
2,48,160,0.022900763,1995,Mark Davis,G/F,Texas Tech,MIN,Minnesota Timberwolves,5,230,3681,1261,697,294,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03,-2.4,-0.4,1995,0.013562859,-0.009337905
2,49,150,0.020356234,1995,Jerome Allen,G,University of Pennsylvania,MIN,Minnesota Timberwolves,2,117,1305,336,123,201,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-3.2,-0.4,1995,0.002608242,-0.017747992
2,50,140,0.017811705,1995,Martin Lewis,F,Seward County Community College,GSW,Golden State Warriors,2,25,239,89,35,7,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026,-5,-0.2,1995,0.002086594,-0.015725111
2,51,130,0.015267176,1995,Dejan Bodiroga#,SF,,SAC,Sacramento Kings,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.01370223
2,52,120,0.012722646,1995,Fred Hoiberg,SG,Iowa State,IND,Indiana Pacers,10,541,9978,2944,1438,846,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,1.2,8,1995,0.145539906,0.13281726
2,53,110,0.010178117,1995,Constantin Popa#,C,Miami (FL),LAC,Los Angeles Clippers,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.008613172
2,54,100,0.007633588,1995,Eurelijus Žukauskas #,C,,SEA,Seattle/Oklahoma City Thunder ,0,0,0,0,0,0,,,,,,,,0,,,0,1995,0.001564945,-0.006068643
2,55,90,0.005089059,1995,Michael McDonald,C,New Orleans,GSW,Golden State Warriors,1,1,4,0,1,0,,,,4,0,1,0,-0.1,-0.638,-32.4,0,1995,0.001043297,-0.004045762
2,56,90,0.005089059,1995,Chris Carr,G,Southern Illinois,PHO,Phoenix Suns,6,297,4505,1988,658,294,0.416,0.338,0.807,15.2,6.7,2.2,1,3.9,0.042,-3,-1.1,1995,0.021909233,0.016820175
2,57,80,0.002544529,1995,Cuonzo Martin,G/F,Purdue,ATL,Atlanta Hawks,2,7,32,9,3,3,0.25,0.6,0,4.6,1.3,0.4,0.4,-0.1,-0.151,-6.3,0,1995,0.001043297,-0.001501232
2,58,70,0,1995,Don Reid,F,Georgetown,DET,Detroit Pistons,8,403,5374,1454,1169,143,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,-2.1,-0.2,1995,0.073030777,0.073030777
1,1,4000,1,1994,Glenn Robinson+,SF,Purdue,MIL,Milwaukee Bucks,11,688,25346,14234,4189,1879,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,0.1,13.5,1994,0.290739411,-0.709260589
1,2,3100,0.769230769,1994,Jason Kidd^,PG,California,DAL,Dallas Mavericks,19,1391,50111,17529,8725,12091,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133,3.8,73.4,1994,1,0.230769231
1,3,2670,0.658974359,1994,Grant Hill^,SF,Duke,DET,Detroit Pistons,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138,3,43.6,1994,0.72218234,0.063207981
1,4,2410,0.592307692,1994,Donyell Marshall,SF,UConn,MIN,Minnesota Timberwolves,15,957,25027,10716,6376,1305,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59,0.113,1.1,19.8,1994,0.428571429,-0.163736264
1,5,2240,0.548717949,1994,Juwan Howard*,PF,Michigan,WSB,Washington Bullets/Wizards,19,1208,36654,16159,7428,2663,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,-1.6,3.8,1994,0.431442929,-0.11727502
1,6,2110,0.515384615,1994,Sharone Wright,PF/C,Clemson,PHI,Philadelphia 76ers,4,203,4531,1974,1023,118,0.456,0.083,0.618,22.3,9.7,5,0.6,1.4,0.015,-4.8,-3.2,1994,0.015075377,-0.500309239
1,7,2000,0.487179487,1994,Lamond Murray,SF,California,LAC,Los Angeles Clippers,11,736,18477,8286,3033,978,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052,-1.2,4,1994,0.147164393,-0.340015094
1,8,1910,0.464102564,1994,Brian Grant,PF,Xavier,SAC,Sacramento Kings,12,756,21417,7933,5622,923,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,-0.8,6.3,1994,0.39626705,-0.067835515
1,9,1830,0.443589744,1994,Eric Montross,C,UNC,BOS,Boston Celtics,8,465,8479,2071,2159,207,0.49,0,0.478,18.2,4.5,4.6,0.4,8.5,0.048,-4.4,-5.2,1994,0.066044508,-0.377545235
1,10,1720,0.415384615,1994,Eddie Jones*,SG,Temple,LAL,Los Angeles Lakers,14,954,32778,14155,3857,2812,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.1,42.3,1994,0.727207466,0.311822851
1,11,1600,0.384615385,1994,Carlos Rogers,SF,Tennessee State,SEA,Seattle/Oklahoma City Thunder ,8,298,5654,2196,1272,182,0.536,0.258,0.562,19,7.4,4.3,0.6,11.1,0.095,-1,1.4,1994,0.084709261,-0.299906124
1,12,1500,0.358974359,1994,Khalid Reeves,PG,Arizona,MIA,Miami Heat,6,277,5837,2167,580,886,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,-1.3,1,1994,0.065326633,-0.293647726
1,13,1400,0.333333333,1994,Jalen Rose,G/F,Michigan,DEN,Denver Nuggets,13,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.2,12.3,1994,0.343862168,0.010528835
1,14,1320,0.312820513,1994,Yinka Dare,C,George Washington,NJN,New Jersey/Brooklyn Nets ,4,110,1002,233,281,4,0.396,,0.57,9.1,2.1,2.6,0,-0.7,-0.033,-8.4,-1.6,1994,0,-0.312820513
1,15,1240,0.292307692,1994,Eric Piatkowski,SG,Nebraska,IND,Indiana Pacers,14,789,14613,5919,1716,778,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102,0.2,7.9,1994,0.227566403,-0.064741289
1,16,1180,0.276923077,1994,Clifford Rozier,PF,Louisville,GSW,Golden State Warriors ,4,173,2984,827,897,98,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063,-3.5,-1.1,1994,0.033022254,-0.243900823
1,17,1130,0.264102564,1994,Aaron McKie,SG,Temple,POR,Portland Trail Blazers,13,793,19156,5871,2587,2126,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1,0.7,12.9,1994,0.292175162,0.028072597
1,18,1080,0.251282051,1994,Eric Mobley,PF,Pitt,MIL,Milwaukee Bucks ,3,113,1570,440,351,57,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034,-4.3,-0.9,1994,0.012921752,-0.2383603
1,19,1030,0.238461538,1994,Tony Dumas,SG,Missouri-Kansas City,DAL,Dallas Mavericks ,4,156,2222,1140,198,186,0.404,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027,-3.3,-0.7,1994,0.014357502,-0.224104037
1,20,980,0.225641026,1994,B.J. Tyler,PG,Texas,PHI,Philadelphia 76ers ,1,55,809,195,62,174,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-5,-0.6,1994,0,-0.225641026
1,21,920,0.21025641,1994,Dickey Simpkins,PF,Providence,CHI,Chicago Bulls,7,327,5201,1388,1187,305,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-4.5,-3.3,1994,0.038765255,-0.171491155
1,22,860,0.194871795,1994,Bill Curley,PF,Boston College,SAS,San Antonio Spurs,5,147,1614,394,290,60,0.444,0.222,0.743,11,2.7,2,0.4,1.6,0.047,-5.3,-1.3,1994,0.016511127,-0.178360668
1,23,800,0.179487179,1994,Wesley Person,SG,Auburn,PHO,Phoenix Suns,11,733,20727,8192,2402,1234,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102,0.9,15.2,1994,0.320890165,0.141402986
1,24,750,0.166666667,1994,Monty Williams,SF,Notre Dame,NYK,New York Knicks,9,456,7624,2884,1296,544,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072,-1.8,0.3,1994,0.086862886,-0.079803781
1,25,700,0.153846154,1994,Greg Minor,SG,Louisville,LAC,Los Angeles Clippers ,5,277,5144,1902,741,384,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-1.5,0.7,1994,0.063890883,-0.089955271
1,26,660,0.143589744,1994,Charlie Ward,PG,Florida State,NYK,New York Knicks ,11,630,14080,3947,1648,2539,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113,2.1,14.5,1994,0.241923905,0.098334162
1,27,620,0.133333333,1994,Brooks Thompson,PG,Oklahoma State,ORL,Orlando Magic ,4,168,1714,760,158,281,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2,0.057,-1.5,0.2,1994,0.019382627,-0.113950706
2,28,570,0.120512821,1994,Deon Thomas#,F/C,Illinois,DAL,Dallas Mavericks,0,0,0,0,0,0,,,,,,,,0,,,0,1994,0.005025126,-0.115487695
2,29,520,0.107692308,1994,Antonio Lang,F/G,Duke,PHO,Phoenix Suns,6,143,1395,329,210,50,0.455,0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-3.8,-0.6,1994,0.017229002,-0.090463306
2,30,470,0.094871795,1994,Howard Eisley,PG,Boston College,MIN,Minnesota Timberwolves,12,786,16013,5116,1324,2748,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-1.7,1.3,1994,0.145010768,0.050138973
2,31,360,0.066666667,1994,Rodney Dent#,F/C,Kentucky,ORL,Orlando Magic,0,0,0,0,0,0,,,,,,,,0,,,0,1994,0.005025126,-0.061641541
2,32,350,0.064102564,1994,Jim McIlvaine,C,Marquette,WSB,Washington Bullets/Wizards,7,401,5927,1072,1243,105,0.446,0.1,0.551,14.8,2.7,3.1,0.3,9.4,0.076,-2.2,-0.3,1994,0.072505384,0.00840282
2,33,330,0.058974359,1994,Derrick Alston,F,Duquesne,PHI,Philadelphia 76ers,3,139,2657,751,525,94,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047,-2.8,-0.5,1994,0.023689878,-0.035284481
